repository,stars,age_years,primary_language,llm_coauthor_commits,commits_scanned,python_file_count,total_sloc,eligible,rejection_reason,star_bucket,scanned_at,has_ai_config
facebook/Ax,2757,7.3,Python,0,2500,403,89295,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:37:53Z,False
evansd/whitenoise,2742,12.8,Python,0,932,13,1214,False,sem co-autoria LLM e sem arquivos de config nos últimos 932 commits,1000-2999,2026-05-24T11:38:55Z,False
mars-project/mars,2743,7.5,Python,0,1297,1098,162316,False,sem co-autoria LLM e sem arquivos de config nos últimos 1297 commits,1000-2999,2026-05-24T11:38:30Z,False
noirbizarre/flask-restplus,2738,11.8,Python,0,731,22,4411,False,sem co-autoria LLM e sem arquivos de config nos últimos 731 commits,1000-2999,2026-05-24T11:39:18Z,False
kaonashi-tyc/zi2zi,2734,9.3,Python,0,73,10,965,False,sem co-autoria LLM e sem arquivos de config nos últimos 73 commits,1000-2999,2026-05-24T11:39:38Z,False
laixintao/iredis,2738,7.4,Python,0,1791,22,3354,False,sem co-autoria LLM e sem arquivos de config nos últimos 1791 commits,1000-2999,2026-05-24T11:39:11Z,False
liiight/notifiers,2733,9.0,Python,0,547,37,2903,False,sem co-autoria LLM e sem arquivos de config nos últimos 547 commits,1000-2999,2026-05-24T11:39:43Z,False
calebmadrigal/trackerjacker,2731,9.4,Python,0,152,27,2045,False,sem co-autoria LLM e sem arquivos de config nos últimos 152 commits,1000-2999,2026-05-24T11:39:58Z,False
allanzelener/YAD2K,2730,9.3,Python,0,54,13,1551,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:40:04Z,True
ondyari/FaceForensics,2727,8.1,Python,0,61,63,9109,False,sem co-autoria LLM e sem arquivos de config nos últimos 61 commits,1000-2999,2026-05-24T11:40:06Z,False
hgrecco/pint,2735,13.9,Python,0,2500,108,23519,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:39:26Z,False
cbfinn/maml,2727,8.9,Python,0,25,8,732,False,sem co-autoria LLM e sem arquivos de config nos últimos 25 commits,1000-2999,2026-05-24T11:40:33Z,False
getnikola/nikola,2732,14.1,Python,0,2500,170,22003,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:39:54Z,False
kootenpv/yagmail,2726,11.1,Python,0,295,16,897,False,sem co-autoria LLM e sem arquivos de config nos últimos 295 commits,1000-2999,2026-05-24T11:41:08Z,False
sightmachine/SimpleCV,2727,14.8,Python,0,2500,82,32119,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:40:14Z,False
carpedm20/ENAS-pytorch,2723,8.3,Python,0,53,14,1502,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:41:31Z,True
pikepdf/pikepdf,2727,8.7,Python,0,2500,35,7692,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:40:35Z,False
yasinkuyu/binance-trader,2722,8.6,Python,0,151,14,1961,False,sem co-autoria LLM e sem arquivos de config nos últimos 151 commits,1000-2999,2026-05-24T11:41:36Z,False
aaron-xichen/pytorch-playground,2717,9.1,Python,0,17,30,2126,False,sem co-autoria LLM e sem arquivos de config nos últimos 17 commits,1000-2999,2026-05-24T11:41:41Z,False
voxelmorph/voxelmorph,2721,8.0,Python,0,870,13,3245,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:41:38Z,True
smartHomeHub/SmartIR,2713,7.3,Python,0,1251,6,1449,False,sem co-autoria LLM e sem arquivos de config nos últimos 1251 commits,1000-2999,2026-05-24T11:42:03Z,False
zllrunning/video-object-removal,2710,6.9,Python,0,12,86,4534,False,sem co-autoria LLM e sem arquivos de config nos últimos 12 commits,1000-2999,2026-05-24T11:42:42Z,False
rafalp/Misago,2726,13.9,Python,0,2500,1074,67776,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:41:16Z,False
NVlabs/MUNIT,2705,8.2,Python,0,87,7,1442,False,sem co-autoria LLM e sem arquivos de config nos últimos 87 commits,1000-2999,2026-05-24T11:43:04Z,False
sigma67/ytmusicapi,2706,6.3,Python,1,19,51,5958,True,,1000-2999,2026-05-24T11:42:54Z,False
JackeyLea/NJUCS,2716,6.8,Python,0,36,1,16,False,sem co-autoria LLM e sem arquivos de config nos últimos 36 commits,1000-2999,2026-05-24T11:41:43Z,False
Kaggle/docker-python,2704,11.1,Python,0,2489,12,746,False,sem co-autoria LLM e sem arquivos de config nos últimos 2489 commits,1000-2999,2026-05-24T11:43:09Z,False
pymodbus-dev/pymodbus,2704,14.5,Python,0,2500,56,8372,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:43:15Z,False
phillipberndt/autorandr,2697,12.5,Python,0,577,2,1417,False,sem co-autoria LLM e sem arquivos de config nos últimos 577 commits,1000-2999,2026-05-24T11:44:11Z,False
junyanz/interactive-deep-colorization,2693,9.0,Python,0,66,32,3247,False,sem co-autoria LLM e sem arquivos de config nos últimos 66 commits,1000-2999,2026-05-24T11:44:23Z,False
bhavsec/reconspider,2691,7.4,Python,0,137,39,1398,False,sem co-autoria LLM e sem arquivos de config nos últimos 137 commits,1000-2999,2026-05-24T11:44:27Z,False
palantir/python-language-server,2692,9.4,Python,0,318,37,4532,False,sem co-autoria LLM e sem arquivos de config nos últimos 318 commits,1000-2999,2026-05-24T11:44:25Z,False
soumith/convnet-benchmarks,2689,11.9,Python,0,445,19,2013,False,sem co-autoria LLM e sem arquivos de config nos últimos 445 commits,1000-2999,2026-05-24T11:44:34Z,False
mahyarnajibi/SNIPER,2688,8.4,Python,0,308,65,7833,False,sem co-autoria LLM e sem arquivos de config nos últimos 308 commits,1000-2999,2026-05-24T11:44:47Z,False
naiveHobo/InvoiceNet,2684,7.9,Python,0,67,29,2719,False,sem co-autoria LLM e sem arquivos de config nos últimos 67 commits,1000-2999,2026-05-24T11:44:57Z,False
hanbinglengyue/FART,2682,6.9,Python,0,48,1,2166,False,sem co-autoria LLM e sem arquivos de config nos últimos 48 commits,1000-2999,2026-05-24T11:45:01Z,False
torch-points3d/torch-points3d,2699,6.5,Python,0,1822,229,25300,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:44:04Z,True
UlionTse/translators,2680,8.6,Python,0,372,5,11615,False,sem co-autoria LLM e sem arquivos de config nos últimos 372 commits,1000-2999,2026-05-24T11:45:03Z,False
pyro-ppl/numpyro,2688,7.3,Python,1,18,92,32540,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:44:36Z,True
ma1co/Sony-PMCA-RE,2672,11.0,Python,0,264,55,5089,False,sem co-autoria LLM e sem arquivos de config nos últimos 264 commits,1000-2999,2026-05-24T11:45:14Z,False
arc90/git-sweep,2672,14.2,Python,0,18,10,366,False,sem co-autoria LLM e sem arquivos de config nos últimos 18 commits,1000-2999,2026-05-24T11:45:20Z,False
sunscrapers/djoser,2675,11.7,Python,0,1002,38,1337,False,sem co-autoria LLM e sem arquivos de config nos últimos 1002 commits,1000-2999,2026-05-24T11:45:04Z,False
django/daphne,2668,10.4,Python,0,451,16,1775,False,sem co-autoria LLM e sem arquivos de config nos últimos 451 commits,1000-2999,2026-05-24T11:45:30Z,False
home-assistant-libs/pychromecast,2669,12.6,Python,0,1071,32,5319,False,sem co-autoria LLM e sem arquivos de config nos últimos 1071 commits,1000-2999,2026-05-24T11:45:23Z,False
k4m4/kickthemout,2665,9.5,Python,0,212,3,675,False,sem co-autoria LLM e sem arquivos de config nos últimos 212 commits,1000-2999,2026-05-24T11:45:42Z,False
zhanyong-wan/dongbei,2665,6.3,Python,0,456,3,1638,False,sem co-autoria LLM e sem arquivos de config nos últimos 456 commits,1000-2999,2026-05-24T11:45:48Z,False
sherjilozair/char-rnn-tensorflow,2661,10.5,Python,0,137,4,316,False,sem co-autoria LLM e sem arquivos de config nos últimos 137 commits,1000-2999,2026-05-24T11:46:02Z,False
jupyterhub/binderhub,2670,9.1,Python,0,2500,32,7515,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:45:22Z,False
flaskbb/flaskbb,2663,12.7,Python,0,2084,89,13635,False,sem co-autoria LLM e sem arquivos de config nos últimos 2084 commits,1000-2999,2026-05-24T11:45:49Z,False
Nandaka/PixivUtil2,2656,14.5,Python,1,7,33,12327,True,,1000-2999,2026-05-24T11:46:23Z,False
omab/django-social-auth,2656,15.6,Python,0,1613,89,962,False,sem co-autoria LLM e sem arquivos de config nos últimos 1613 commits,1000-2999,2026-05-24T11:46:42Z,False
martinvigo/email2phonenumber,2655,7.2,Python,0,29,1,1010,False,sem co-autoria LLM e sem arquivos de config nos últimos 29 commits,1000-2999,2026-05-24T11:47:22Z,False
napari/napari,2660,7.8,Python,1,19,788,137471,True,,1000-2999,2026-05-24T11:46:07Z,False
MrGiovanni/UNetPlusPlus,2653,8.1,Python,0,178,291,25170,False,sem co-autoria LLM e sem arquivos de config nos últimos 178 commits,1000-2999,2026-05-24T11:47:24Z,False
VainF/DeepLabV3Plus-Pytorch,2650,7.2,Python,0,149,23,2697,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:47:31Z,True
pynamodb/PynamoDB,2648,12.3,Python,0,850,29,5534,False,sem co-autoria LLM e sem arquivos de config nos últimos 850 commits,1000-2999,2026-05-24T11:47:37Z,False
ninehills/blog,2647,8.9,Python,0,90,1,37,False,sem co-autoria LLM e sem arquivos de config nos últimos 90 commits,1000-2999,2026-05-24T11:48:00Z,False
flipkart-incubator/Astra,2647,8.4,Python,0,0,0,0,False,falha no clone shallow,1000-2999,2026-05-24T11:48:03Z,False
rthalley/dnspython,2656,14.8,Python,0,2500,160,24519,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:47:04Z,False
elapouya/python-docx-template,2641,11.2,Python,0,442,8,1229,False,sem co-autoria LLM e sem arquivos de config nos últimos 442 commits,1000-2999,2026-05-24T11:48:04Z,False
jmcarpenter2/swifter,2640,8.1,Python,0,495,7,1994,False,sem co-autoria LLM e sem arquivos de config nos últimos 495 commits,1000-2999,2026-05-24T11:48:08Z,False
KupynOrest/DeblurGAN,2638,9.1,Python,0,71,36,1819,False,sem co-autoria LLM e sem arquivos de config nos últimos 71 commits,1000-2999,2026-05-24T11:48:20Z,False
sdatkinson/neural-amp-modeler,2638,7.4,Python,0,332,54,9912,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:48:16Z,True
outflanknl/RedELK,2637,7.6,Python,0,1167,34,3660,False,sem co-autoria LLM e sem arquivos de config nos últimos 1167 commits,1000-2999,2026-05-24T11:48:27Z,False
Diaoul/subliminal,2632,14.9,Python,0,1416,46,9134,False,sem co-autoria LLM e sem arquivos de config nos últimos 1416 commits,1000-2999,2026-05-24T11:48:29Z,False
cosmicpython/code,2632,7.3,Python,0,177,21,579,False,sem co-autoria LLM e sem arquivos de config nos últimos 177 commits,1000-2999,2026-05-24T11:49:07Z,False
Dineshkarthik/telegram_media_downloader,2632,6.8,Python,0,409,16,2542,False,sem co-autoria LLM e sem arquivos de config nos últimos 409 commits,1000-2999,2026-05-24T11:49:04Z,False
Taiko2k/Tauon,2650,10.3,Python,0,2500,37,54060,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:47:33Z,False
pinax/pinax,2631,17.2,Python,0,474,1,103,False,sem co-autoria LLM e sem arquivos de config nos últimos 474 commits,1000-2999,2026-05-24T11:49:12Z,False
SeldonIO/alibi,2629,7.2,Python,0,679,83,21503,False,sem co-autoria LLM e sem arquivos de config nos últimos 679 commits,1000-2999,2026-05-24T11:49:22Z,False
chardet/chardet,2629,13.8,Python,0,1050,44,9587,False,sem co-autoria LLM e sem arquivos de config nos últimos 1050 commits,1000-2999,2026-05-24T11:49:25Z,False
netbox-community/netbox-docker,2629,9.1,Python,0,1710,11,388,False,sem co-autoria LLM e sem arquivos de config nos últimos 1710 commits,1000-2999,2026-05-24T11:49:18Z,False
sanghyun-son/EDSR-PyTorch,2623,8.7,Python,0,105,29,2036,False,sem co-autoria LLM e sem arquivos de config nos últimos 105 commits,1000-2999,2026-05-24T11:49:57Z,False
DanMcInerney/LANs.py,2619,13.4,Python,0,148,1,1340,False,sem co-autoria LLM e sem arquivos de config nos últimos 148 commits,1000-2999,2026-05-24T11:50:03Z,False
harleyszhang/cv_note,2629,7.2,Python,0,432,6,387,False,sem co-autoria LLM e sem arquivos de config nos últimos 432 commits,1000-2999,2026-05-24T11:49:45Z,False
dateutil/dateutil,2617,11.5,Python,0,1622,20,5866,False,sem co-autoria LLM e sem arquivos de config nos últimos 1622 commits,1000-2999,2026-05-24T11:50:23Z,False
blmoistawinde/HarvestText,2617,7.5,Python,0,98,19,2300,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:51:03Z,True
qualcomm/aimet,2622,6.1,Python,0,2500,584,112546,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:49:58Z,False
dynobo/normcap,2616,6.8,Python,0,1885,95,12335,False,sem co-autoria LLM e sem arquivos de config nos últimos 1885 commits,1000-2999,2026-05-24T11:51:07Z,False
Yelp/mrjob,2615,15.6,Python,0,2500,62,19083,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:51:18Z,False
detectRecog/CCPD,2613,8.1,Python,0,66,6,1132,False,sem co-autoria LLM e sem arquivos de config nos últimos 66 commits,1000-2999,2026-05-24T11:52:25Z,False
aws-cloudformation/cfn-lint,2618,8.1,Python,0,1200,2314,87142,False,sem co-autoria LLM e sem arquivos de config nos últimos 1200 commits,1000-2999,2026-05-24T11:50:08Z,False
pndurette/gTTS,2610,12.0,Python,0,543,16,1303,False,sem co-autoria LLM e sem arquivos de config nos últimos 543 commits,1000-2999,2026-05-24T11:52:40Z,False
ilius/pyglossary,2615,15.3,Python,1,108,380,49620,True,,1000-2999,2026-05-24T11:52:02Z,False
wee-slack/wee-slack,2610,12.1,Python,0,2356,30,7560,False,sem co-autoria LLM e sem arquivos de config nos últimos 2356 commits,1000-2999,2026-05-24T11:52:31Z,False
cve-search/cve-search,2608,14.1,Python,0,2500,60,7555,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:52:55Z,True
AlessandroZ/BeRoot,2604,9.1,Python,0,134,58,5105,False,sem co-autoria LLM e sem arquivos de config nos últimos 134 commits,1000-2999,2026-05-24T11:53:59Z,False
loadchange/amemv-crawler,2602,8.2,Python,0,83,1,467,False,sem co-autoria LLM e sem arquivos de config nos últimos 83 commits,1000-2999,2026-05-24T11:54:08Z,False
kerrickstaley/genanki,2601,9.3,Python,0,137,12,808,False,sem co-autoria LLM e sem arquivos de config nos últimos 137 commits,1000-2999,2026-05-24T11:54:11Z,False
liquidctl/liquidctl,2606,7.8,Python,0,2164,43,11108,False,sem co-autoria LLM e sem arquivos de config nos últimos 2164 commits,1000-2999,2026-05-24T11:53:31Z,False
kantord/LibreLingo,2606,6.5,Python,0,2500,25,1859,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:53:09Z,False
gnome-terminator/terminator,2600,6.1,Python,0,2500,46,12567,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:54:16Z,False
vchoutas/smplx,2596,7.0,Python,0,158,45,4485,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:55:24Z,True
HypoX64/DeepMosaics,2591,7.2,Python,0,84,36,4243,True,elegível via arquivo de configuração de IA (.cursor/.aider),1000-2999,2026-05-24T11:55:30Z,True
Syncplay/syncplay,2596,13.9,Python,0,2500,65,20524,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:54:33Z,False
raspiblitz/raspiblitz,2597,7.9,Python,1,7,34,39186,True,,1000-2999,2026-05-24T11:54:27Z,False
ShawnBIT/UNet-family,2590,7.4,Python,0,127,5,211,False,sem co-autoria LLM e sem arquivos de config nos últimos 127 commits,1000-2999,2026-05-24T11:55:33Z,False
schematics/schematics,2589,15.4,Python,0,1420,28,3827,False,sem co-autoria LLM e sem arquivos de config nos últimos 1420 commits,1000-2999,2026-05-24T11:55:35Z,False
devsisters/DQN-tensorflow,2587,10.0,Python,0,100,10,706,False,sem co-autoria LLM e sem arquivos de config nos últimos 100 commits,1000-2999,2026-05-24T11:56:08Z,False
Buuntu/fastapi-react,2586,6.2,Python,0,150,24,600,False,sem co-autoria LLM e sem arquivos de config nos últimos 150 commits,1000-2999,2026-05-24T11:56:14Z,False
yandex/yandex-tank,2588,13.8,Python,0,2500,137,18290,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:55:38Z,False
presslabs/gitfs,2585,11.9,Python,0,1103,43,2355,False,sem co-autoria LLM e sem arquivos de config nos últimos 1103 commits,1000-2999,2026-05-24T11:56:19Z,False
maxme/bitcoin-arbitrage,2578,13.3,Python,0,189,49,1478,False,sem co-autoria LLM e sem arquivos de config nos últimos 189 commits,1000-2999,2026-05-24T11:56:43Z,False
colour-science/colour,2588,12.3,Python,0,2500,365,167590,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:55:38Z,False
Serene-Arc/bulk-downloader-for-reddit,2575,7.9,Python,0,1137,37,2162,False,sem co-autoria LLM e sem arquivos de config nos últimos 1137 commits,1000-2999,2026-05-24T11:56:49Z,False
CamDavidsonPilon/lifelines,2574,12.7,Python,0,2331,48,14337,False,sem co-autoria LLM e sem arquivos de config nos últimos 2331 commits,1000-2999,2026-05-24T11:56:57Z,False
bit-team/backintime,2578,10.6,Python,0,2500,90,26250,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:56:48Z,False
antoinelame/GazeTracking,2571,7.3,Python,0,34,6,341,False,sem co-autoria LLM e sem arquivos de config nos últimos 34 commits,1000-2999,2026-05-24T11:57:58Z,False
zllrunning/face-parsing.PyTorch,2570,7.1,Python,0,11,19,1448,False,sem co-autoria LLM e sem arquivos de config nos últimos 11 commits,1000-2999,2026-05-24T11:58:06Z,False
pyqt/examples,2570,9.6,Python,0,80,308,94675,False,sem co-autoria LLM e sem arquivos de config nos últimos 80 commits,1000-2999,2026-05-24T11:58:09Z,False
GNS3/gns3-gui,2573,12.7,Python,0,2500,334,190378,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:57:17Z,False
xavier150/Blender-For-UnrealEngine-Addons,2570,7.8,Python,0,1673,459,86635,False,sem co-autoria LLM e sem arquivos de config nos últimos 1673 commits,1000-2999,2026-05-24T11:58:17Z,False
Ericsson/codechecker,2571,10.9,Python,0,2500,349,44308,False,sem co-autoria LLM e sem arquivos de config nos últimos 2500 commits,1000-2999,2026-05-24T11:58:01Z,False
nschloe/tikzplotlib,2569,16.4,Python,0,1621,17,3356,False,sem co-autoria LLM e sem arquivos de config nos últimos 1621 commits,1000-2999,2026-05-24T11:58:52Z,False
thewhiteh4t/pwnedOrNot,2565,8.0,Python,0,152,1,405,False,sem co-autoria LLM e sem arquivos de config nos últimos 152 commits,1000-2999,2026-05-24T11:59:31Z,False
asteroid-team/asteroid,2567,6.6,Python,0,920,193,21323,False,sem co-autoria LLM e sem arquivos de config nos últimos 920 commits,1000-2999,2026-05-24T11:59:12Z,False
microsoft/AI,2567,6.7,Python,0,1091,0,0,False,sem co-autoria LLM e sem arquivos de config nos últimos 1091 commits,1000-2999,2026-05-24T11:59:21Z,False
pmorissette/ffn,2563,11.9,Python,0,556,4,2172,False,sem co-autoria LLM e sem arquivos de config nos últimos 556 commits,1000-2999,2026-05-24T11:59:35Z,False
astanin/python-tabulate,2560,6.7,Python,0,865,4,2560,False,sem co-autoria LLM e sem arquivos de config nos últimos 865 commits,1000-2999,2026-05-24T11:59:47Z,False
justinzm/gopup,2555,6.2,Python,0,104,52,5564,False,sem co-autoria LLM e sem arquivos de config nos últimos 104 commits,1000-2999,2026-05-24T12:00:09Z,False
nvaccess/nvda,2561,10.5,Python,0,0,580,143206,False,sem co-autoria LLM e sem arquivos de config nos últimos 0 commits,1000-2999,2026-05-24T11:59:39Z,False
